yyyyq,dsr,dsr_demean,mdsr,cdsr,f,f_demean,Rfree,Index,D12,E12,SP500,dp,dy,ep,cay_ll,cay_goyal,ERP,ERP4,ERP8,ERP12,ERP16,ERP24,ERP50,sp1,sp4,sp8,sp12,sp16,sp24,sp50,ik,b/m,tbl,AAA,BAA,lty,ntis,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,D3,E3,y
18861,NaN,NaN,NaN,NaN,NaN,NaN,0.007843033,5.19,0.235,0.285,0.043269231,0.045279383,0.045192308,0.054913295,NaN,NaN,0.035426198,0.054288626,0.034450096,0.03328207,0.035346497,0.035662191,0.035522511,0.043269231,0.063761935,0.045021162,0.043580837,0.045495375,0.046134975,0.045127836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005108911,NaN,NaN,NaN,NaN,NaN,NaN
18862,NaN,NaN,NaN,NaN,NaN,NaN,0.007902244,5.25,0.23,0.3,0.055876686,0.043809524,0.044315992,0.057142857,NaN,NaN,0.047974442,0.054245051,0.030013854,0.034102036,0.034581035,0.036909219,0.036228304,0.055876686,0.064380798,0.040917062,0.044482201,0.04490571,0.047374297,0.045823717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004414535,NaN,NaN,NaN,NaN,NaN,NaN
18863,NaN,NaN,NaN,NaN,NaN,NaN,0.009958827,5.51,0.225,0.315,0.092380952,0.040834846,0.042857143,0.057168784,NaN,NaN,0.082422125,0.052624161,0.026998682,0.03659943,0.037104804,0.036079293,0.037389916,0.092380952,0.063418681,0.038115548,0.046970962,0.04756872,0.046464859,0.046949529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002836865,NaN,NaN,NaN,NaN,NaN,NaN
18864,NaN,NaN,NaN,NaN,NaN,NaN,0.012189133,5.64,0.22,0.33,0.063520871,0.039007092,0.039927405,0.058510638,NaN,NaN,0.051331738,0.024019524,0.030658692,0.033728443,0.030815806,0.033632595,0.038991648,0.063520871,0.035655031,0.041662739,0.044093868,0.041346882,0.043931838,0.048475361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004098291,NaN,NaN,NaN,NaN,NaN,NaN
18871,NaN,NaN,NaN,NaN,NaN,NaN,0.010492782,5.67,0.228,0.338,0.045744681,0.04021164,0.040425532,0.059611993,NaN,NaN,0.035251899,0.014611567,0.022778792,0.029032454,0.0208777,0.033105169,0.037439423,0.045744681,0.026280389,0.033490288,0.039406522,0.031502768,0.043338055,0.046814319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004490108,NaN,NaN,NaN,NaN,NaN,NaN
18872,NaN,NaN,NaN,NaN,NaN,NaN,0.010537338,5.73,0.235,0.345,0.052028219,0.041012216,0.041446208,0.060209424,NaN,NaN,0.041490881,0.005782656,0.024030528,0.028026363,0.023841613,0.03148701,0.038238463,0.052028219,0.017453327,0.034532903,0.038414014,0.034486116,0.041757193,0.047573231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002196856,NaN,NaN,NaN,NaN,NaN,NaN
18873,NaN,NaN,NaN,NaN,NaN,NaN,0.013322773,5.38,0.243,0.353,-0.018673647,0.045167286,0.042408377,0.065613383,NaN,NaN,-0.03199642,0.001373202,0.028587064,0.031931685,0.023957122,0.025588709,0.036746936,-0.018673647,0.012812414,0.038747102,0.0422854,0.034612731,0.036019043,0.046093106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006035453,NaN,NaN,NaN,NaN,NaN,NaN
18874,NaN,NaN,NaN,NaN,NaN,NaN,0.012322396,5.27,0.25,0.36,0.026022305,0.04743833,0.046468401,0.068311195,NaN,NaN,0.013699909,0.037297861,0.038582903,0.033081233,0.034253664,0.026121299,0.038769907,0.026022305,0.047670447,0.048313286,0.043244166,0.044800453,0.036869418,0.048038007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005576043,NaN,NaN,NaN,NaN,NaN,NaN
18881,NaN,NaN,NaN,NaN,NaN,NaN,0.010500178,5.08,0.245,0.335,0.010436433,0.048228346,0.046489564,0.065944882,NaN,NaN,-6.37E-05,0.030946017,0.036242897,0.022966411,0.036268238,0.027931139,0.037882448,0.010436433,0.040700187,0.045969589,0.03324356,0.046691882,0.03855022,0.047054302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002355337,NaN,NaN,NaN,NaN,NaN,NaN
18882,NaN,NaN,NaN,NaN,NaN,NaN,0.009611501,5.01,0.24,0.31,0.033464567,0.047904192,0.047244094,0.061876248,NaN,NaN,0.023853066,0.0422784,0.039148217,0.029861265,0.040356901,0.030889356,0.038463786,0.033464567,0.051612479,0.048894358,0.040163713,0.050602914,0.041327765,0.047589601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003310177,NaN,NaN,NaN,NaN,NaN,NaN
18883,NaN,NaN,NaN,NaN,NaN,NaN,0.00905627,5.38,0.235,0.285,0.120758483,0.043680297,0.046906188,0.052973978,NaN,NaN,0.111702213,0.055800926,0.047210927,0.031485095,0.040619598,0.030219767,0.042522625,0.120758483,0.06468179,0.057021893,0.041879503,0.050639515,0.040487731,0.051644448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00408713,NaN,NaN,NaN,NaN,NaN,NaN
18884,NaN,NaN,NaN,NaN,NaN,NaN,0.009848731,5.14,0.23,0.26,-0.001858736,0.044747082,0.042750929,0.050583658,NaN,NaN,-0.011707467,0.039867945,0.030972919,0.033238931,0.035119546,0.028779064,0.042891837,-0.001858736,0.048956125,0.041031026,0.043843788,0.045066387,0.038912349,0.05198037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003097958,NaN,NaN,NaN,NaN,NaN,NaN
18891,NaN,NaN,NaN,NaN,NaN,NaN,0.008819816,5.19,0.228,0.27,0.054085603,0.043930636,0.044357977,0.052023121,NaN,NaN,0.045265787,0.041539778,0.018976608,0.038042312,0.038268358,0.029331567,0.046434134,0.054085603,0.051238991,0.029515247,0.048689114,0.048261938,0.039268814,0.055479595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00169904,NaN,NaN,NaN,NaN,NaN,NaN
18892,NaN,NaN,NaN,NaN,NaN,NaN,0.007798642,5.41,0.225,0.28,0.085741811,0.041589649,0.043352601,0.051756007,NaN,NaN,0.077943169,0.036018033,0.023652698,0.039716402,0.035215251,0.028083938,0.044912097,0.085741811,0.046176237,0.034439329,0.050266392,0.045369337,0.03793579,0.053962589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001029763,NaN,NaN,NaN,NaN,NaN,NaN
18893,NaN,NaN,NaN,NaN,NaN,NaN,0.00988553,5.5,0.223,0.29,0.057855823,0.040545455,0.041219963,0.052727273,NaN,NaN,0.047970293,0.038620928,0.019327179,0.035559156,0.024089532,0.031653819,0.043838365,0.057855823,0.049361996,0.03047836,0.045958756,0.034655013,0.041423676,0.052922753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001768867,NaN,NaN,NaN,NaN,NaN,NaN
18894,NaN,NaN,NaN,NaN,NaN,NaN,0.012292865,5.32,0.22,0.3,0.007272727,0.041353383,0.04,0.056390977,NaN,NaN,-0.005020138,0.022077893,0.029924424,0.033536747,0.019890498,0.032171374,0.044152362,0.007272727,0.033105926,0.041287619,0.043769808,0.031147484,0.04180557,0.053207146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002376367,NaN,NaN,NaN,NaN,NaN,NaN
18901,NaN,NaN,NaN,NaN,NaN,NaN,0.010655777,5.28,0.22,0.298,0.033834586,0.041666667,0.041353383,0.056439394,NaN,NaN,0.023178809,-0.003586563,0.03629358,0.037177885,0.02377526,0.029325234,0.045380505,0.033834586,0.007791503,0.047414175,0.047269587,0.034840535,0.038822733,0.054366569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000822796,NaN,NaN,NaN,NaN,NaN,NaN
18902,NaN,NaN,NaN,NaN,NaN,NaN,0.0101301,5.58,0.22,0.295,0.098484848,0.039426523,0.041666667,0.052867384,NaN,NaN,0.088354748,0.011287362,0.041565586,0.034947656,0.026759925,0.030271951,0.046542211,0.098484848,0.022702422,0.05231147,0.045100371,0.037544468,0.039804934,0.055516275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00203603,NaN,NaN,NaN,NaN,NaN,NaN
18903,NaN,NaN,NaN,NaN,NaN,NaN,0.011033391,5.32,0.22,0.293,-0.007168459,0.041353383,0.039426523,0.055075188,NaN,NaN,-0.01820185,3.34E-05,0.03402827,0.019245733,0.021724187,0.027392093,0.043473039,-0.007168459,0.011594723,0.044257136,0.029752685,0.03222065,0.036890516,0.052484431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003416886,NaN,NaN,NaN,NaN,NaN,NaN
18904,NaN,NaN,NaN,NaN,NaN,NaN,0.013692996,4.6,0.22,0.29,-0.093984962,0.047826087,0.041353383,0.063043478,NaN,NaN,-0.107677958,0.037770956,0.039266174,0.019161366,0.027682137,0.026318703,0.044535386,-0.093984962,0.049469312,0.049101749,0.03049467,0.037853011,0.035964279,0.053534632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016345347,NaN,NaN,NaN,NaN,NaN,NaN
18911,NaN,NaN,NaN,NaN,NaN,NaN,0.010803754,4.81,0.22,0.303,0.093478261,0.045738046,0.047826087,0.062993763,NaN,NaN,0.082674507,0.076173722,0.057560109,0.032895867,0.034509046,0.034366075,0.045101983,0.093478261,0.087036848,0.067008629,0.043856879,0.044145598,0.043932688,0.054028193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003507799,NaN,NaN,NaN,NaN,NaN,NaN
18912,NaN,NaN,NaN,NaN,NaN,NaN,0.010715032,4.85,0.22,0.315,0.054054054,0.045360825,0.045738046,0.064948454,NaN,NaN,0.043339022,0.07184381,0.046777804,0.031917447,0.030299559,0.032150749,0.042196445,0.054054054,0.081920517,0.056299345,0.042491817,0.039684021,0.041518803,0.051141915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004323382,NaN,NaN,NaN,NaN,NaN,NaN
18913,NaN,NaN,NaN,NaN,NaN,NaN,0.011581642,5.33,0.22,0.328,0.144329897,0.041275797,0.045360825,0.061538462,NaN,NaN,0.132748255,0.06802311,0.028851884,0.028954439,0.037817139,0.032662242,0.042481214,0.144329897,0.076919548,0.038831666,0.039095959,0.046896334,0.041852072,0.051451869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004666435,NaN,NaN,NaN,NaN,NaN,NaN
18914,NaN,NaN,NaN,NaN,NaN,NaN,0.010352074,5.41,0.22,0.34,0.056285178,0.040665434,0.041275797,0.06284658,NaN,NaN,0.045933104,0.040761392,0.009856571,0.024319197,0.033294849,0.035515404,0.040396972,0.056285178,0.048734186,0.021007348,0.03398091,0.042064545,0.044522948,0.049326306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003625916,NaN,NaN,NaN,NaN,NaN,NaN
18921,NaN,NaN,NaN,NaN,NaN,NaN,0.00765808,5.58,0.225,0.348,0.073012939,0.040322581,0.041589649,0.062365591,NaN,NaN,0.065354859,0.038946495,0.01125694,0.020620821,0.025841061,0.032889996,0.04043981,0.073012939,0.04698041,0.022266895,0.029848515,0.034527012,0.041759392,0.049311714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003891017,NaN,NaN,NaN,NaN,NaN,NaN
18922,NaN,NaN,NaN,NaN,NaN,NaN,0.005993958,5.54,0.23,0.355,0.034050179,0.041516245,0.041218638,0.064079422,NaN,NaN,0.028056221,0.021711797,0.011954265,0.016451475,0.024625133,0.0306184,0.042452763,0.034050179,0.030678173,0.022777466,0.025605188,0.033551667,0.0394628,0.051323037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002117204,NaN,NaN,NaN,NaN,NaN,NaN
18923,NaN,NaN,NaN,NaN,NaN,NaN,0.007887066,5.48,0.235,0.363,0.031588448,0.042883212,0.042418773,0.066240876,NaN,NaN,0.023701382,-0.010319341,0.009420103,0.027748482,0.024074004,0.034450911,0.045111952,0.031588448,0.000743783,0.020184165,0.036888596,0.033207206,0.043420387,0.054030012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002783218,NaN,NaN,NaN,NaN,NaN,NaN
18924,NaN,NaN,NaN,NaN,NaN,NaN,0.010596553,5.51,0.24,0.37,0.049270073,0.043557169,0.04379562,0.067150635,NaN,NaN,0.03867352,-0.02104825,0.0160981,0.030806001,0.019844968,0.036409849,0.047189272,0.049270073,-0.00671949,0.026604273,0.039841332,0.029395544,0.045356837,0.056101273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00209472,NaN,NaN,NaN,NaN,NaN,NaN
18931,NaN,NaN,NaN,NaN,NaN,NaN,0.011387927,5.31,0.243,0.343,0.007803993,0.045762712,0.044101633,0.064595104,NaN,NaN,-0.003583934,-0.016432616,0.011457984,0.021472583,0.022769059,0.039217411,0.04597727,0.007803993,-0.002446619,0.021282567,0.03037588,0.032394718,0.047977554,0.054828579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003858669,NaN,NaN,NaN,NaN,NaN,NaN
18932,NaN,NaN,NaN,NaN,NaN,NaN,0.014380949,4.61,0.245,0.315,-0.085687382,0.053145336,0.04613936,0.068329718,NaN,NaN,-0.100068331,0.002196733,0.013821314,0.025596245,0.024837221,0.04613794,0.048098812,-0.085687382,0.014876759,0.023068696,0.034509498,0.034128532,0.054680412,0.056893429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010667324,NaN,NaN,NaN,NaN,NaN,NaN
18933,NaN,NaN,NaN,NaN,NaN,NaN,0.020949612,4.37,0.248,0.288,0.001735358,0.056750572,0.053796095,0.06590389,NaN,NaN,-0.019214254,0.029159548,0.046782393,0.035538453,0.034567421,0.049212473,0.051267035,0.001735358,0.039624547,0.054961003,0.044028347,0.043362275,0.057436917,0.059993959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.031569313,NaN,NaN,NaN,NaN,NaN,NaN
18934,NaN,NaN,NaN,NaN,NaN,NaN,0.009225502,4.41,0.25,0.26,0.066361556,0.056689342,0.057208238,0.058956916,NaN,NaN,0.057136054,0.05324445,0.056733127,0.033476041,0.048344821,0.053146562,0.052217394,0.066361556,0.059928035,0.063121743,0.041433888,0.056280748,0.060851706,0.06073074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008489084,NaN,NaN,NaN,NaN,NaN,NaN
18941,NaN,NaN,NaN,NaN,NaN,NaN,0.006164043,4.51,0.24,0.235,0.077097506,0.053215078,0.054421769,0.05210643,NaN,NaN,0.070933463,0.039348585,0.040425183,0.035836284,0.043706524,0.049387332,0.051079296,0.077097506,0.045011753,0.046787129,0.044008497,0.05150564,0.05717089,0.059623174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004715172,NaN,NaN,NaN,NaN,NaN,NaN
18942,NaN,NaN,NaN,NaN,NaN,NaN,0.005520841,4.34,0.23,0.21,0.013303769,0.052995392,0.050997783,0.048387097,NaN,NaN,0.007782928,0.025445895,0.037296002,0.03238405,0.039950468,0.049313109,0.051809954,0.013303769,0.031260632,0.044325867,0.04054579,0.047805467,0.057232303,0.060474773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003389046,NaN,NaN,NaN,NaN,NaN,NaN
18943,NaN,NaN,NaN,NaN,NaN,NaN,0.005823952,4.48,0.22,0.185,0.082949309,0.049107143,0.050691244,0.041294643,NaN,NaN,0.077125357,0.064405238,0.038727905,0.036370045,0.046966315,0.047710779,0.05181666,0.082949309,0.070297459,0.046230247,0.044608185,0.055038498,0.055712857,0.060627441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004169362,NaN,NaN,NaN,NaN,NaN,NaN
18944,NaN,NaN,NaN,NaN,NaN,NaN,0.005143837,4.3,0.21,0.16,0.006696429,0.048837209,0.046875,0.037209302,NaN,NaN,0.001552592,0.060221803,0.023591836,0.046711611,0.046565723,0.045705686,0.047830506,0.006696429,0.066315451,0.032186815,0.055064985,0.054733119,0.053806693,0.056773333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004465158,NaN,NaN,NaN,NaN,NaN,NaN
18951,NaN,NaN,NaN,NaN,NaN,NaN,0.006770319,4.19,0.205,0.183,0.022093023,0.048926014,0.047674419,0.043675418,NaN,NaN,0.015322704,0.041501781,0.034080133,0.04515917,0.053097124,0.055090788,0.047356403,0.022093023,0.048562505,0.043506869,0.053670269,0.061325048,0.063369629,0.056423835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003497177,NaN,NaN,NaN,NaN,NaN,NaN
18952,NaN,NaN,NaN,NaN,NaN,NaN,0.005830773,4.7,0.2,0.205,0.169451074,0.042553191,0.047732697,0.043617021,NaN,NaN,0.163620301,0.049146108,0.035853128,0.044785325,0.062296252,0.059875792,0.046895468,0.169451074,0.057391101,0.045188369,0.053320412,0.07048627,0.068180527,0.056084016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004809581,NaN,NaN,NaN,NaN,NaN,NaN
18953,NaN,NaN,NaN,NaN,NaN,NaN,0.00662966,4.82,0.195,0.228,0.067021277,0.040456432,0.041489362,0.047302905,NaN,NaN,0.060391617,0.013050572,0.022352448,0.041153341,0.050427513,0.059950254,0.042135361,0.067021277,0.022163036,0.031763548,0.049952178,0.058674874,0.068332671,0.051513786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003438135,NaN,NaN,NaN,NaN,NaN,NaN
18954,NaN,NaN,NaN,NaN,NaN,NaN,0.009012144,4.32,0.19,0.25,-0.064315353,0.043981481,0.039419087,0.05787037,NaN,NaN,-0.073327497,-0.013038132,0.039956515,0.042013696,0.05135328,0.056149099,0.042916943,-0.064315353,-0.00194182,0.049439753,0.050872341,0.059716687,0.064633255,0.052395583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016944813,NaN,NaN,NaN,NaN,NaN,NaN
18961,NaN,NaN,NaN,NaN,NaN,NaN,0.011507397,4.38,0.188,0.24,0.057407407,0.042922374,0.043518519,0.054794521,NaN,NaN,0.04590001,0.026658485,0.046987865,0.056962238,0.053868406,0.060215104,0.047691565,0.057407407,0.038451232,0.056224152,0.065579229,0.06236277,0.068719312,0.057146228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006730929,NaN,NaN,NaN,NaN,NaN,NaN
18962,NaN,NaN,NaN,NaN,NaN,NaN,0.009300655,4.32,0.185,0.23,0.028538813,0.042824074,0.042237443,0.053240741,NaN,NaN,0.019238158,0.022560148,0.042604934,0.066679634,0.055321663,0.060955524,0.049089272,0.028538813,0.032985637,0.051285068,0.074851326,0.063685522,0.069330481,0.058458813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006051778,NaN,NaN,NaN,NaN,NaN,NaN
18963,NaN,NaN,NaN,NaN,NaN,NaN,0.014565051,4.01,0.183,0.22,-0.029398148,0.04563591,0.042361111,0.054862843,NaN,NaN,-0.043963199,0.031654324,0.055204726,0.062886494,0.052202215,0.062503394,0.051634174,-0.029398148,0.04136406,0.063846748,0.070845487,0.060454162,0.07085986,0.060972492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.019960208,NaN,NaN,NaN,NaN,NaN,NaN
18964,NaN,NaN,NaN,NaN,NaN,NaN,0.011797888,4.22,0.18,0.21,0.097256858,0.042654028,0.044887781,0.049763033,NaN,NaN,0.08545897,0.092951163,0.069539611,0.072817084,0.056762612,0.067721198,0.053040705,0.097256858,0.100821325,0.077279422,0.080269523,0.064616632,0.075889777,0.062224906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013690319,NaN,NaN,NaN,NaN,NaN,NaN
18971,NaN,NaN,NaN,NaN,NaN,NaN,0.006038359,4.19,0.18,0.235,0.035545024,0.042959427,0.042654028,0.056085919,NaN,NaN,0.029506665,0.067317245,0.072114115,0.062938379,0.065596115,0.061447748,0.054117423,0.035545024,0.073997071,0.079143227,0.070333283,0.073301009,0.069624602,0.063194567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004372188,NaN,NaN,NaN,NaN,NaN,NaN
18972,NaN,NaN,NaN,NaN,NaN,NaN,0.006437644,4.27,0.18,0.26,0.062052506,0.042154567,0.042959427,0.06088993,NaN,NaN,0.055614862,0.06264972,0.088739376,0.066242168,0.071887123,0.061673116,0.055051003,0.062052506,0.069584499,0.09578417,0.073918817,0.079676607,0.070032793,0.064157136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004342848,NaN,NaN,NaN,NaN,NaN,NaN
18973,NaN,NaN,NaN,NaN,NaN,NaN,0.007206759,4.98,0.18,0.285,0.208430913,0.036144578,0.042154567,0.057228916,NaN,NaN,0.201224154,0.078755127,0.078502578,0.059051512,0.078749157,0.056049658,0.054815297,0.208430913,0.086329437,0.085586201,0.066817529,0.086617233,0.064559483,0.063995576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006196213,NaN,NaN,NaN,NaN,NaN,NaN
18974,NaN,NaN,NaN,NaN,NaN,NaN,0.00703654,4.75,0.18,0.31,-0.010040161,0.037894737,0.036144578,0.065263158,NaN,NaN,-0.017076701,0.046128059,0.062750045,0.044699761,0.064245392,0.045056885,0.050819834,-0.010040161,0.053737519,0.069993622,0.0525484,0.072230007,0.053756709,0.060036666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007840268,NaN,NaN,NaN,NaN,NaN,NaN
18981,NaN,NaN,NaN,NaN,NaN,NaN,0.007058174,4.65,0.185,0.32,0.017894737,0.039784946,0.038947368,0.068817204,NaN,NaN,0.010836563,0.076910985,0.060748947,0.065022405,0.066828723,0.048167477,0.050156618,0.017894737,0.084289384,0.068501389,0.073068988,0.074966892,0.05707304,0.059424217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015845992,NaN,NaN,NaN,NaN,NaN,NaN
18982,NaN,NaN,NaN,NaN,NaN,NaN,0.008995766,5.06,0.19,0.33,0.129032258,0.037549407,0.040860215,0.065217391,NaN,NaN,0.120036492,0.114829033,0.068038392,0.074966258,0.07013082,0.048904959,0.050319957,0.129032258,0.121983841,0.076085975,0.083040643,0.078353188,0.057912916,0.059666322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010269571,NaN,NaN,NaN,NaN,NaN,NaN
18983,NaN,NaN,NaN,NaN,NaN,NaN,0.007347361,5.26,0.195,0.34,0.078063241,0.037072243,0.038537549,0.064638783,NaN,NaN,0.07071588,0.07825003,0.049199705,0.078747167,0.066152729,0.045906565,0.049077733,0.078063241,0.084842964,0.057061576,0.086713165,0.074366416,0.054851386,0.058454925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003646442,NaN,NaN,NaN,NaN,NaN,NaN
18984,NaN,NaN,NaN,NaN,NaN,NaN,0.006112297,5.65,0.2,0.35,0.1121673,0.03539823,0.038022814,0.061946903,NaN,NaN,0.106055003,0.079372032,0.043985613,0.070284503,0.066811992,0.049876841,0.049143836,0.1121673,0.086249724,0.051953841,0.07839417,0.075194954,0.058831214,0.058529019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002662402,NaN,NaN,NaN,NaN,NaN,NaN
18991,NaN,NaN,NaN,NaN,NaN,NaN,0.006163809,6.4,0.203,0.383,0.168672566,0.03171875,0.035929204,0.05984375,NaN,NaN,0.162508757,0.044586909,0.059078115,0.063467969,0.056114565,0.052166869,0.048642249,0.168672566,0.052713394,0.067458791,0.071859395,0.064865289,0.061215865,0.05804533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003897196,NaN,NaN,NaN,NaN,NaN,NaN
18992,NaN,NaN,NaN,NaN,NaN,NaN,0.006748272,6.07,0.205,0.415,-0.01953125,0.033772652,0.03203125,0.068369028,NaN,NaN,-0.026279522,0.021247751,0.05503487,0.055231415,0.048139986,0.050710978,0.044132827,-0.01953125,0.030188109,0.063569043,0.063809637,0.057157104,0.059819154,0.053575705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007834833,NaN,NaN,NaN,NaN,NaN,NaN
18993,NaN,NaN,NaN,NaN,NaN,NaN,0.008486392,6.37,0.208,0.448,0.08369028,0.032653061,0.034266886,0.07032967,NaN,NaN,0.075203888,0.02014938,0.078995735,0.062120295,0.044823198,0.05089235,0.046588319,0.08369028,0.029280187,0.087648266,0.070874233,0.054046124,0.06003443,0.056065522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003273759,NaN,NaN,NaN,NaN,NaN,NaN
18994,NaN,NaN,NaN,NaN,NaN,NaN,0.011107467,6.02,0.21,0.48,-0.021978022,0.034883721,0.032967033,0.079734219,NaN,NaN,-0.033085489,0.008599194,0.065740738,0.062625312,0.036210305,0.052029404,0.046386475,-0.021978022,0.017657958,0.074466392,0.071510031,0.045638253,0.061174273,0.05584726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012090754,NaN,NaN,NaN,NaN,NaN,NaN
19001,NaN,NaN,NaN,NaN,NaN,NaN,0.0094193,6.26,0.233,0.48,0.078571429,0.037220447,0.038704319,0.076677316,NaN,NaN,0.069152129,0.073569321,0.0729085,0.059957117,0.041876742,0.055838917,0.04851128,0.078571429,0.082204188,0.081432395,0.068915921,0.051358866,0.064979153,0.057910476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004492206,NaN,NaN,NaN,NaN,NaN,NaN
19002,NaN,NaN,NaN,NaN,NaN,NaN,0.007510069,5.86,0.255,0.48,-0.023162939,0.043515358,0.040734824,0.081911263,NaN,NaN,-0.030673008,0.088821989,0.072223247,0.057104064,0.039338243,0.054136898,0.048509437,-0.023162939,0.096949977,0.0806204,0.066146769,0.048826386,0.063312611,0.057921511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004688248,NaN,NaN,NaN,NaN,NaN,NaN
19003,NaN,NaN,NaN,NaN,NaN,NaN,0.008198222,5.8,0.278,0.48,0.037201365,0.047931034,0.047440273,0.082758621,NaN,NaN,0.029003143,0.137842091,0.083105753,0.053047805,0.044259994,0.055424571,0.04888356,0.037201365,0.146016344,0.091671256,0.062301437,0.053746292,0.06473537,0.05838477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003037831,NaN,NaN,NaN,NaN,NaN,NaN
