yyyyq,dsr,dsr_demean,mdsr,cdsr,f,f_demean,Rfree,Index,D12,E12,SP500,dp,dy,ep,cay_ll,cay_goyal,ERP,ERP4,ERP8,ERP12,ERP16,ERP24,ERP50,sp1,sp4,sp8,sp12,sp16,sp24,sp50,ik,b/m,tbl,AAA,BAA,lty,ntis,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,D3,E3,y
19572,NaN,NaN,NaN,NaN,NaN,NaN,0.008225,47.37,1.73,3.42,0.113126275,0.036521005,0.039220131,0.072197593,NaN,-0.008625979,0.104901275,0.024955277,0.064030171,0.050569278,0.056023594,0.048472085,0.041180221,0.113126275,0.031930277,0.070280171,0.057871362,0.062997032,0.055329377,0.050387221,0.033978108,0.565876532,0.0329,0.0391,0.0463,0.0361,0.030527691,0.00897344,-0.042008859,-0.045798074,0.001362853,0.00217603,0.086308215,0.076002214,NaN,0.89,NaN
19573,NaN,NaN,NaN,NaN,NaN,NaN,0.008825,42.42,1.76,3.47,-0.0673422,0.041489863,0.037154317,0.081801037,NaN,3.59E-05,-0.0761672,0.027130448,0.060781991,0.04663063,0.050563393,0.046919278,0.039142227,-0.0673422,0.032567948,0.067006991,0.053759797,0.05738683,0.05374532,0.048575727,0.034382932,0.624150778,0.0353,0.0412,0.0493,0.0364,0.034362523,0.00747065,0.003669534,-0.002503056,0.004218226,0.001116985,-0.095308133,-0.104202548,NaN,0.74,NaN
19574,NaN,NaN,NaN,NaN,NaN,NaN,0.0076,39.99,1.79,3.37,-0.015087223,0.04476119,0.042197077,0.084271068,NaN,0.009442791,-0.022687223,0.080843093,0.069510718,0.050338368,0.058883512,0.052467751,0.040494835,-0.015087223,0.085599343,0.075895093,0.057248784,0.065511637,0.059278168,0.050083335,0.033177064,0.653675779,0.0304,0.0381,0.0503,0.0323,0.034873147,0.00529661,0.080208128,0.10426433,0.009677492,0.000667927,-0.052872804,-0.064740741,NaN,0.83,NaN
19581,NaN,NaN,NaN,NaN,NaN,NaN,0.00325,42.1,1.77,3.14,0.097024256,0.042042755,0.044261065,0.074584323,NaN,0.019899855,0.093774256,0.119242298,0.081579923,0.061943329,0.066301627,0.056300686,0.037550873,0.097024256,0.123829798,0.088417423,0.068689162,0.072861002,0.063161103,0.047321373,0.030529168,0.668591638,0.013,0.0363,0.0468,0.0321,0.028935348,0.01404988,0.011731463,0.004450256,0.002039919,0.000187321,0.06483569,0.053566802,NaN,0.68,NaN
19582,NaN,NaN,NaN,NaN,NaN,NaN,0.002075,45.24,1.73,2.93,0.11567696,0.038240495,0.041092637,0.064765694,NaN,0.02648801,0.11360196,0.103105064,0.063376279,0.0663797,0.060050677,0.055518188,0.039406792,0.11567696,0.108630064,0.070841904,0.073352617,0.066831927,0.062611938,0.049418292,0.029052943,0.62466017,0.0083,0.0357,0.0455,0.0324,0.021436618,0.00138552,0.00240263,0.015576618,0.001618081,0.000757718,0.085091179,0.074130679,NaN,0.68,NaN
19583,NaN,NaN,NaN,NaN,NaN,NaN,0.0061,50.06,1.73,2.88,0.144783378,0.03455853,0.038240495,0.057530963,NaN,0.01423667,0.138683378,0.094433534,0.056380721,0.058374374,0.041075394,0.053107552,0.039522769,0.144783378,0.101446034,0.064355721,0.065659791,0.048153519,0.060477344,0.049736269,0.028500436,0.561371197,0.0244,0.0409,0.0487,0.038,0.013983478,0,-0.080970639,-0.05596102,0.001794767,0.001397779,0.11677727,0.106902342,NaN,0.69,NaN
19584,NaN,NaN,NaN,NaN,NaN,NaN,0.006925,55.21,1.75,2.89,0.137834598,0.031697156,0.03495805,0.05234559,NaN,0.007952995,0.130909598,0.058178343,0.035086005,0.051563652,0.036082897,0.049475957,0.039026114,0.137834598,0.066190843,0.043073505,0.058815735,0.043214147,0.056959291,0.049286614,0.029459016,0.51177932,0.0277,0.0408,0.0485,0.0382,0.023686832,0.00207541,0.007395623,0.015388738,0.003036457,0.001585812,0.113954199,0.103864976,NaN,0.84,NaN
19591,NaN,NaN,NaN,NaN,NaN,NaN,0.007,55.44,1.77,3.11,0.036225321,0.031926407,0.03205941,0.056096681,NaN,0.007438811,0.029225321,0.043917548,0.033293844,0.048654737,0.037404626,0.045140952,0.036666883,0.036225321,0.053005048,0.041118844,0.055871404,0.044551501,0.052735744,0.047026383,0.03024748,0.516860282,0.028,0.0413,0.0485,0.0403,0.02498439,0,0.005312531,0.001383673,0.00192111,0.001768307,0.016480347,0.008449215,NaN,0.9,11730
19592,NaN,NaN,NaN,NaN,NaN,NaN,0.008025,58.47,1.79,3.4,0.086940837,0.03061399,0.032287157,0.058149478,NaN,0.004379981,0.078915837,0.023647494,0.048017018,0.045699214,0.040693042,0.045460758,0.036194917,0.086940837,0.033053744,0.055713893,0.052899214,0.04785398,0.053173258,0.046648917,0.031009916,0.483219391,0.0321,0.0446,0.0504,0.0419,0.026882074,0.00483259,-0.011206344,-0.024128897,0.001835421,0.001917092,0.063859658,0.055496266,NaN,0.97,11872
19593,NaN,NaN,NaN,NaN,NaN,NaN,0.0101,56.88,1.81,3.43,0.003762613,0.031821378,0.030956046,0.060302391,NaN,0.017987991,-0.006337387,0.018327908,0.040344795,0.023289347,0.039987922,0.042052415,0.035803125,0.003762613,0.027265408,0.04776667,0.030389347,0.047114484,0.049826373,0.046297125,0.031799922,0.492337893,0.0404,0.0452,0.0518,0.0429,0.030528391,0.00480934,-0.00383529,-0.006778467,0.00326734,0.001397017,-0.021131332,-0.028572338,NaN,0.72,11805
19594,NaN,NaN,NaN,NaN,NaN,NaN,0.011225,59.89,1.83,3.39,0.085091421,0.030556019,0.032172996,0.056603774,NaN,0.020451474,0.073866421,0.011993667,0.048256306,0.028717748,0.043946268,0.046118394,0.037345881,0.085091421,0.019956167,0.055128181,0.035555248,0.050969706,0.053879853,0.047824381,0.03145906,0.457783797,0.0449,0.0458,0.0528,0.0447,0.022856304,0.00547009,-0.013024952,0.020332612,0.00142542,0.000975372,0.061846544,0.052275673,NaN,0.8,11837
19601,NaN,NaN,NaN,NaN,NaN,NaN,0.008275,55.34,1.94,3.39,-0.043579896,0.035056017,0.03239272,0.06125768,NaN,0.010556531,-0.051854896,0.02267014,0.051023331,0.035233652,0.043661067,0.044988223,0.036234619,-0.043579896,0.02923264,0.057304581,0.041733652,0.050532942,0.052738223,0.046684119,0.032459082,0.549798083,0.0331,0.0449,0.0525,0.0411,0.02559341,0,0.060926043,0.043188426,0.00303881,0.000360982,-0.068834539,-0.076640523,NaN,0.9,11883
19602,NaN,NaN,NaN,NaN,NaN,NaN,0.00615,56.92,1.95,3.26,0.063787495,0.034258609,0.035236718,0.057273366,NaN,0.016155397,0.057637495,0.072386543,0.056725075,0.046374892,0.051589143,0.046481386,0.038250216,0.063787495,0.078374043,0.06282195,0.052787392,0.058496955,0.054364719,0.048767216,0.032716156,0.529174862,0.0246,0.0445,0.0526,0.0407,0.024269926,0.00680041,0.01520599,0.009744055,0.001567673,-4.22E-06,0.039029587,0.030069265,NaN,0.84,11915
19603,NaN,NaN,NaN,NaN,NaN,NaN,0.0062,53.52,1.95,3.27,-0.02547435,0.036434978,0.034258609,0.061098655,NaN,0.013330058,-0.03167435,0.062361681,0.025770066,0.047207926,0.051470968,0.042835923,0.038770696,-0.02547435,0.068267931,0.031951316,0.053730843,0.058538155,0.050931757,0.049418196,0.031657875,0.584341711,0.0248,0.0425,0.0501,0.0387,0.028312467,0,0.037577341,0.031163176,0.00338641,-0.001194357,-0.051373884,-0.059267059,NaN,0.73,11886
19604,NaN,NaN,NaN,NaN,NaN,NaN,0.005625,58.11,1.95,3.27,0.122197309,0.033557047,0.036434978,0.056272586,NaN,0.019056693,0.116572309,0.084518945,0.037079788,0.054597135,0.056670934,0.04099522,0.038530433,0.122197309,0.090300195,0.043354788,0.061307552,0.063902184,0.049392095,0.049358433,0.03128136,0.550422965,0.0225,0.0435,0.051,0.038,0.022761361,0.00675448,0.018256736,0.004129862,0.002167694,-0.001362514,0.095986703,0.085816941,NaN,0.8,11827
19611,NaN,NaN,NaN,NaN,NaN,NaN,0.005975,65.06,1.94,3.09,0.152985717,0.029818629,0.03338496,0.04749462,NaN,0.018248678,0.147010717,0.079376523,0.041515409,0.050658043,0.051064506,0.039235097,0.035114953,0.152985717,0.085376523,0.047984159,0.057633043,0.058544194,0.047914263,0.046189953,0.0304269,0.546679869,0.0239,0.0422,0.0502,0.0397,0.022737591,0.00100637,0.005352382,0.033106079,0.001703524,-0.001214966,0.131528222,0.123183728,NaN,0.72,11895
19612,NaN,NaN,NaN,NaN,NaN,NaN,0.005825,64.64,1.94,3.03,0.023363049,0.030012376,0.029818629,0.046875,NaN,0.01836358,0.017538049,0.041063606,0.033369066,0.044656676,0.044182628,0.039289619,0.03318744,0.023363049,0.047269856,0.039994066,0.051871259,0.05190294,0.048163577,0.04455744,0.030890588,0.540821101,0.0233,0.0433,0.0503,0.0404,0.022482126,0,-0.000704253,-0.014702785,0.00196246,-0.001148127,0.000771765,-0.006541346,NaN,0.78,12030
19613,NaN,NaN,NaN,NaN,NaN,NaN,0.0057,66.73,1.96,3.05,0.062654703,0.029372097,0.030321782,0.045706579,NaN,0.009179487,0.056954703,-0.010821549,0.039631048,0.04784073,0.042906225,0.039732985,0.031080798,0.062654703,-0.004365299,0.046462298,0.055294896,0.050856225,0.048732985,0.042706798,0.030958809,0.527516721,0.0228,0.0445,0.0512,0.0403,0.024963387,0.00469169,0.012582658,0.016624376,0.001857088,-0.002292368,0.039578248,0.032340214,NaN,0.75,12139
19614,NaN,NaN,NaN,NaN,NaN,NaN,0.0065,71.55,2.02,3.19,0.102502623,0.028232006,0.030271242,0.044584207,NaN,0.007834379,0.096002623,-0.010359368,0.03963623,0.047388263,0.045049438,0.041032105,0.029517051,0.102502623,-0.003590618,0.04681123,0.055102846,0.053255688,0.050255021,0.041427051,0.031807089,0.505922258,0.026,0.0442,0.051,0.0415,0.022324288,0.00100067,-0.007477773,0.012895168,0.000964801,-0.002210744,0.079721918,0.070866268,NaN,0.94,12320
19621,NaN,NaN,NaN,NaN,NaN,NaN,0.0068,69.55,2.04,3.37,0.00055905,0.029331416,0.02851153,0.048454349,NaN,0.00542404,-0.00624095,0.003654294,0.036298803,0.041627167,0.041970669,0.037668942,0.026248604,0.00055905,0.010591794,0.043761303,0.049600084,0.050455044,0.047138734,0.038423604,0.032330167,0.545724592,0.0272,0.0439,0.0504,0.0398,0.024075304,0.00533156,0.034410385,0.028541548,0.00135612,-0.002884136,-0.021307872,-0.028187737,NaN,0.9,12393
19622,NaN,NaN,NaN,NaN,NaN,NaN,0.006825,54.75,2.06,3.47,-0.18317757,0.037625571,0.029618979,0.063378995,NaN,0.012835393,-0.19000257,0.025674526,0.046453211,0.045222302,0.041359542,0.035956488,0.021582051,-0.18317757,0.032718276,0.054171961,0.053447302,0.050136104,0.045681488,0.034024051,0.033050277,0.687357469,0.0273,0.0428,0.0502,0.0401,0.026455442,0.00132582,0.005140153,0.01156308,0.01809566,-0.002795277,-0.206304781,-0.213100067,NaN,0.88,12480
19623,NaN,NaN,NaN,NaN,NaN,NaN,0.00695,56.27,2.08,3.53,0.065753425,0.036964635,0.037990868,0.06273325,NaN,0.015074115,0.058803425,0.090083645,0.077171869,0.060815482,0.051368852,0.049012415,0.027737854,0.065753425,0.097289895,0.085124994,0.069263399,0.060421977,0.05902804,0.040400854,0.033209646,0.666344261,0.0278,0.0432,0.0503,0.0398,0.030601419,0.00695134,0.013742507,0.021792279,0.003822434,-0.002921802,0.035159169,0.026463834,NaN,0.81,12497
19624,NaN,NaN,NaN,NaN,NaN,NaN,0.007175,63.1,2.13,3.67,0.159232273,0.033755943,0.037853208,0.058161648,NaN,0.011514287,0.152057273,0.089631829,0.076262079,0.063519041,0.042952935,0.048582403,0.031675267,0.159232273,0.097213079,0.084449579,0.072204457,0.052410748,0.05884907,0.044473767,0.032714829,0.591627051,0.0287,0.0424,0.0492,0.0395,0.019967897,-0.00131492,0.014054452,0.015372157,0.00527089,-0.002796575,0.134839982,0.123127261,NaN,1.08,12557
19631,NaN,NaN,NaN,NaN,NaN,NaN,0.007225,66.57,2.15,3.71,0.089064976,0.03229683,0.0340729,0.05573081,NaN,0.00566336,0.081839976,0.068943313,0.060613604,0.054742794,0.038094941,0.04335469,0.032095528,0.089064976,0.076930813,0.069104229,0.063742794,0.047879316,0.053943232,0.045017528,0.032411839,0.587528571,0.0289,0.0419,0.0488,0.0401,0.014380007,0.00427913,0.00160055,0.010834925,0.001451812,-0.00299588,0.062453722,0.054166866,NaN,0.94,12622
19632,NaN,NaN,NaN,NaN,NaN,NaN,0.007475,69.37,2.2,3.84,0.075108908,0.031713997,0.033047919,0.055355341,NaN,0.005281721,0.067633908,0.067231896,0.054996189,0.046587881,0.042249896,0.039618493,0.028538821,0.075108908,0.075625646,0.063811814,0.055942047,0.052248333,0.050533077,0.041637321,0.033200888,0.567281575,0.0299,0.0423,0.0484,0.0407,0.018263046,0.00327761,0.002999325,0.003974125,0.000886919,-0.002771582,0.04980746,0.041640365,NaN,1.01,12700
19633,NaN,NaN,NaN,NaN,NaN,NaN,0.00845,71.7,2.21,3.96,0.065446158,0.030822873,0.031858152,0.055230126,NaN,0.010912111,0.056996158,0.064260092,0.046181401,0.038463921,0.039783953,0.035854567,0.029298786,0.065446158,0.072960092,0.055250151,0.048132671,0.049868328,0.047128525,0.042519786,0.033926738,0.547223625,0.0338,0.0431,0.0484,0.041,0.010313262,0.0035936,0.005608593,0.003995288,0.001186595,-0.001524392,0.04060944,0.033110636,NaN,0.93,12790
19634,NaN,NaN,NaN,NaN,NaN,NaN,0.0088,75.02,2.28,4.02,0.078103208,0.030391895,0.031799163,0.05358571,NaN,0.010153944,0.069303208,0.062892329,0.050462647,0.027393304,0.041730042,0.032127123,0.031516802,0.078103208,0.071686079,0.059700147,0.037476637,0.051976917,0.04378754,0.044818802,0.034728644,0.525591454,0.0352,0.0435,0.0485,0.0417,0.008954678,0.00520833,0.001885248,0.002985565,0.003887282,-0.001496869,0.057033427,0.047025259,NaN,1.14,12949
19641,NaN,NaN,NaN,NaN,NaN,NaN,0.00885,78.98,2.33,4.18,0.083844308,0.02950114,0.031058384,0.052924791,NaN,0.011871431,0.074994308,0.052283894,0.047642534,0.02781215,0.038354011,0.029364554,0.030885829,0.083844308,0.061277644,0.057148784,0.038195484,0.048827449,0.041472887,0.044282329,0.035247474,0.523675442,0.0354,0.0438,0.0483,0.0424,0.017783196,0.00194301,0.001192296,0.007859269,0.000369756,-0.001857946,0.062877293,0.055293597,NaN,1.1,13162
19642,NaN,NaN,NaN,NaN,NaN,NaN,0.0087,81.69,2.38,4.33,0.064446695,0.029134533,0.030134211,0.053005264,NaN,0.012623319,0.055746695,0.042760483,0.036265873,0.033922562,0.030708127,0.025884092,0.030054459,0.064446695,0.051997983,0.046100248,0.044455896,0.041436252,0.038314301,0.043527959,0.03577989,0.512206855,0.0348,0.0441,0.0485,0.0419,0.020502939,0.00226244,0.016690592,0.014569469,0.000878386,-0.00198863,0.04161306,0.033878888,NaN,1.16,13473
19643,NaN,NaN,NaN,NaN,NaN,NaN,0.008825,84.18,2.44,4.47,0.060350104,0.028985507,0.029869017,0.053100499,NaN,0.012988443,0.051525104,0.028102709,0.025565835,0.03162524,0.034932689,0.016482759,0.029913587,0.060350104,0.037540209,0.03571896,0.042171073,0.045979564,0.0292463,0.043430587,0.03660103,0.486537121,0.0353,0.0442,0.0482,0.0421,0.020403063,0.00225734,0.007815608,0.01103797,0.000795319,-0.001953168,0.037683145,0.030437559,NaN,1.07,13598
19644,NaN,NaN,NaN,NaN,NaN,NaN,0.0096,84.75,2.5,4.55,0.03646947,0.029498525,0.029698266,0.053687316,NaN,0.011150197,0.02686947,0.038032964,0.009643792,0.034675946,0.034742565,0.022109637,0.027750423,0.03646947,0.047714214,0.020371917,0.045407196,0.046048815,0.03514297,0.041320923,0.036936439,0.4872273,0.0384,0.0444,0.0481,0.0423,0.023094426,0.00546975,0.009025332,0.013438462,0.000751148,-0.002380573,0.015639121,0.006757481,NaN,1.22,13703
19651,NaN,NaN,NaN,NaN,NaN,NaN,0.009825,86.16,2.55,4.68,0.046725664,0.0295961,0.030088496,0.054317549,NaN,0.007015121,0.036900664,0.043001174,0.015576278,0.033710717,0.034725233,0.02596511,0.028266647,0.046725664,0.053019924,0.026654403,0.044677383,0.046362733,0.039105735,0.041896147,0.03895499,0.469489905,0.0393,0.0442,0.0478,0.0422,0.019133363,0.00192,0.01083479,0.010218099,0.00070364,-0.002137368,0.025982083,0.018819146,NaN,1.23,13827
19652,NaN,NaN,NaN,NaN,NaN,NaN,0.0095,84.12,2.61,4.84,0.006615599,0.031027104,0.030292479,0.057536852,NaN,0.013488023,-0.002884401,0.029771263,0.029503602,0.026690674,0.031929645,0.029171357,0.027347608,0.006615599,0.040202513,0.040684852,0.037915674,0.043893708,0.042254691,0.041071108,0.039864423,0.480858957,0.038,0.0446,0.0485,0.0423,0.017550279,0.0095816,0.010131891,0.00159871,0.002325903,-0.00238082,-0.0160191,-0.023506026,NaN,1.32,13946
19653,NaN,NaN,NaN,NaN,NaN,NaN,0.0098,89.96,2.66,4.98,0.101046125,0.029568697,0.031621493,0.055357937,NaN,0.004321304,0.091246125,0.023028961,0.033386505,0.037209349,0.030691149,0.029831043,0.02777309,0.101046125,0.033897711,0.044486505,0.048792682,0.043067712,0.043013334,0.04161009,0.040761498,0.448537471,0.0392,0.0452,0.0491,0.0433,0.016894554,0.00031636,-0.00250591,-0.000203088,0.000928473,-0.001395145,0.077227462,0.069660294,NaN,1.21,14280
19654,NaN,NaN,NaN,NaN,NaN,NaN,0.01095,92.43,2.72,5.19,0.057692308,0.029427675,0.03023566,0.0561506,NaN,0.00598759,0.046742308,-0.018745381,0.032997437,0.033645765,0.022959361,0.026263581,0.025404435,0.057692308,-0.006970381,0.044253687,0.045493682,0.035831236,0.039526081,0.039359935,0.041832675,0.430637806,0.0438,0.0468,0.0502,0.045,0.020837183,0.00727388,-0.011289309,-0.016009439,0.000631174,-0.000812888,0.035487402,0.02635946,NaN,1.43,14520
19661,NaN,NaN,NaN,NaN,NaN,NaN,0.011475,89.23,2.78,5.34,-0.004543979,0.031155441,0.030076815,0.059845343,NaN,0.005248173,-0.016018979,-0.011848618,0.029065488,0.031966586,0.020225564,0.026787912,0.026650744,-0.004543979,0.000288882,0.040506113,0.04414367,0.033634939,0.04001187,0.040723744,0.042938677,0.490175936,0.0459,0.0492,0.0532,0.046,0.016787641,0.01036107,-0.006580144,-0.014971023,0.001419901,-0.000488877,-0.029994739,-0.037053543,NaN,1.38,14628
19662,NaN,NaN,NaN,NaN,NaN,NaN,0.01125,84.74,2.83,5.46,-0.018603609,0.033396271,0.031715791,0.064432381,NaN,0.002298681,-0.029853609,0.02923594,0.02515038,0.032649106,0.020693202,0.030405385,0.029097204,-0.018603609,0.04116719,0.036772255,0.045124106,0.034421327,0.04353976,0.043333204,0.042833567,0.520974601,0.045,0.0507,0.0558,0.0477,0.017122262,0.00621504,-0.01374337,0.00169271,0.002787966,-0.000666017,-0.042047185,-0.049910624,NaN,1.44,14627
19663,NaN,NaN,NaN,NaN,NaN,NaN,0.013425,76.56,2.89,5.51,-0.062426245,0.037748171,0.034104319,0.071969697,NaN,-0.002349961,-0.075851245,0.043744049,0.044299542,0.033245212,0.01194122,0.032411925,0.028975014,-0.062426245,0.055075299,0.056240167,0.046124379,0.02600997,0.045484842,0.043440014,0.042595742,0.585492496,0.0537,0.0549,0.0609,0.048,0.016983868,0.01142681,0.008171991,-0.02792266,0.005779368,-0.001706522,-0.088636267,-0.096519093,NaN,1.26,14760
19664,NaN,NaN,NaN,NaN,NaN,NaN,0.0124,80.33,2.87,5.55,0.086729363,0.035727624,0.037486938,0.069090004,NaN,-0.012678868,0.074329363,0.084740256,0.059841338,0.036860942,0.02834256,0.037610933,0.032240492,0.086729363,0.095477756,0.071725713,0.050098442,0.042528497,0.050609891,0.046910992,0.041753209,0.576945106,0.0496,0.0539,0.0618,0.0455,0.017207926,0.00519084,0.049279024,0.044631161,0.003948134,-4.99E-05,0.060444033,0.050017025,NaN,1.47,14886
19671,NaN,NaN,NaN,NaN,NaN,NaN,0.01065,90.2,2.9,5.45,0.158969252,0.032150776,0.036101083,0.060421286,NaN,-0.018147381,0.148319252,0.069979594,0.053874188,0.030916957,0.031159526,0.037999772,0.031612058,0.158969252,0.080723344,0.066071063,0.044750291,0.045331401,0.051010189,0.046487558,0.040191249,0.549550798,0.0426,0.0513,0.0585,0.0455,0.014921684,0.00243013,0.012620261,0.035976247,0.001647018,0.000718071,0.132053478,0.123051702,NaN,1.28,15071
19672,NaN,NaN,NaN,NaN,NaN,NaN,0.00885,90.64,2.9,5.33,0.037028825,0.031994704,0.032150776,0.05880406,NaN,-0.016819448,0.028178825,0.02106482,0.034355689,0.017845623,0.029005235,0.02999949,0.03044926,0.037028825,0.03237732,0.047102564,0.032172706,0.04303961,0.043200532,0.04562476,0.039451615,0.553204845,0.0354,0.0544,0.0615,0.0507,0.010153386,0.00909091,-0.063060451,-0.053898932,0.002798189,0.001729455,0.013744144,0.005803252,NaN,1.32,15151
19673,NaN,NaN,NaN,NaN,NaN,NaN,0.01105,96.71,2.92,5.3,0.099183583,0.030193362,0.032215357,0.054803019,NaN,-0.020421721,0.088133583,0.044855036,0.027995794,0.001340277,0.028053311,0.026566969,0.030064876,0.099183583,0.057405036,0.041648919,0.016321527,0.042276749,0.040148219,0.045665376,0.038695536,0.513564846,0.0442,0.0565,0.064,0.0517,0.005600204,0.00900901,-0.002056457,0.012829063,0.000873606,0.002264023,0.074457367,0.066537985,NaN,1.23,15251
19674,NaN,NaN,NaN,NaN,NaN,NaN,0.012425,96.47,2.92,5.33,0.027711715,0.030268477,0.030193362,0.055250337,NaN,-0.026447693,0.015286715,0.034942421,0.012921285,0.009543328,0.022896654,0.025004531,0.02753294,0.027711715,0.047973671,0.027408785,0.024878744,0.037162279,0.038988906,0.04367244,0.038954866,0.525792445,0.0497,0.0619,0.0693,0.0556,0.014361073,0.01190476,-0.040745267,-0.042528283,0.00167058,0.002952225,0.005315578,-0.003055033,NaN,1.5,15318
19681,NaN,NaN,NaN,NaN,NaN,NaN,0.012925,90.2,2.95,5.44,-0.034414844,0.0327051,0.030579455,0.060310421,NaN,-0.024972286,-0.047339844,0.037768782,0.011385639,0.018219503,0.025649123,0.020709499,0.030417638,-0.034414844,0.051418782,0.026763764,0.033534087,0.039764748,0.034952207,0.046662138,0.039638145,0.566809807,0.0517,0.0611,0.0685,0.056,0.012677156,0.00882353,0.007568655,0.019446879,0.002699282,0.003403219,-0.058608483,-0.066155626,NaN,1.39,15547
19682,NaN,NaN,NaN,NaN,NaN,NaN,0.0138,99.58,2.99,5.57,0.13713969,0.03002611,0.033148559,0.055934927,NaN,-0.030365268,0.12333969,0.047646558,0.016236024,0.03165204,0.033032887,0.021797298,0.033877895,0.13713969,0.061827808,0.032070399,0.046593707,0.046923512,0.036330632,0.050377395,0.038385114,0.530741813,0.0552,0.0628,0.0707,0.0534,0.012090096,0.01166181,0.050720855,0.020313147,0.002493553,0.002626874,0.112768797,0.104181757,NaN,1.45,15771
19683,NaN,NaN,NaN,NaN,NaN,NaN,0.012975,102.67,3.03,5.66,0.061458124,0.029512029,0.030427797,0.05512808,NaN,-0.030385688,0.048483124,0.011136552,-0.020417102,0.022452737,0.026468116,0.01384899,0.033260546,0.061458124,0.025892802,-0.004220227,0.037233987,0.040107179,0.02863024,0.050258546,0.038378239,0.509195439,0.0519,0.0597,0.0679,0.0531,0.018287028,0.01152738,0.018099698,0.049808827,0.001341253,0.002411819,0.037983897,0.030303888,NaN,1.32,15766
19684,NaN,NaN,NaN,NaN,NaN,NaN,0.0149,103.86,3.07,5.76,0.041492159,0.029559022,0.029901627,0.055459272,NaN,-0.037733316,0.026592159,-0.009099851,-0.003156219,0.018881398,0.026495731,0.001846834,0.032583402,0.041492159,0.006843899,0.013331281,0.033558481,0.040051981,0.016927043,0.049989902,0.038986006,0.504900662,0.0596,0.0645,0.0723,0.0598,0.031961491,0.01424501,-0.074602179,-0.060647445,0.000865362,0.002347561,0.019244278,0.011248621,NaN,1.6,15831
19691,NaN,NaN,NaN,NaN,NaN,NaN,0.01505,101.51,3.1,5.82,0.007221259,0.030538863,0.029847872,0.057334253,NaN,-0.035197071,-0.007828741,-0.014997504,0.008444864,0.021609237,0.030062564,0.005646643,0.031550353,0.007221259,0.002108746,0.024591739,0.03588007,0.043479752,0.02085081,0.049395353,0.039585282,0.557040236,0.0602,0.0685,0.0751,0.062,0.039508092,0.01404494,-0.015503007,-0.022275952,0.001743978,0.002297385,-0.016428224,-0.023856628,NaN,1.45,15831
19692,NaN,NaN,NaN,NaN,NaN,NaN,0.0161,97.71,3.13,5.84,-0.006600335,0.032033569,0.030834401,0.059768703,NaN,-0.033432573,-0.022700335,-0.01517451,0.023654781,0.028161664,0.027821391,0.016625927,0.02967477,-0.006600335,0.00231299,0.038976656,0.041955414,0.041249516,0.031774885,0.04795377,0.039443466,0.596777334,0.0644,0.0698,0.077,0.0623,0.045152858,0.01385042,0.012828105,0.013574688,0.001729565,0.001192764,-0.029096266,-0.037227436,NaN,1.47,15968
19693,NaN,NaN,NaN,NaN,NaN,NaN,0.017725,93.12,3.15,5.89,-0.014737488,0.03382732,0.032238256,0.063251718,NaN,-0.038956277,-0.032462488,-0.051970756,0.028110829,0.031578638,0.025852556,0.024783039,0.031824184,-0.014737488,-0.034333256,0.042904579,0.044845305,0.039397869,0.039817414,0.050323684,0.039938461,0.640888463,0.0709,0.0714,0.0805,0.0677,0.04839134,0.0136612,-0.052204716,-0.025864376,0.004115476,0.002174667,-0.039153001,-0.04687157,NaN,1.37,16260
19694,NaN,NaN,NaN,NaN,NaN,NaN,0.01955,92.06,3.16,5.78,0.022551546,0.03432544,0.033934708,0.06278514,NaN,-0.034134461,0.003001546,0.002787413,0.032872022,0.038360924,0.031046153,0.022135835,0.031207854,0.022551546,0.019818663,0.046915772,0.051121341,0.044778966,0.037100419,0.049986854,0.039124896,0.651082013,0.0782,0.0772,0.0865,0.0687,0.034273783,0.01617251,0.004436121,-0.047929195,0.00242643,0.000822252,-0.000818424,-0.009834408,NaN,1.49,16339
19701,NaN,NaN,NaN,NaN,NaN,NaN,0.016575,89.63,3.17,5.63,0.008038236,0.035367622,0.034434065,0.06281379,NaN,-0.028282877,-0.008536764,0.031887232,0.039912607,0.045082587,0.025371429,0.02641211,0.031321037,0.008038236,0.047074732,0.052765732,0.057270087,0.039046429,0.041128777,0.050332537,0.038346741,0.690326769,0.0663,0.0784,0.0863,0.0661,0.035841581,0.01591512,0.049292688,0.050018966,0.003089367,-0.000431436,-0.017615908,-0.026113763,NaN,1.3,16459
19702,NaN,NaN,NaN,NaN,NaN,NaN,0.0167,72.72,3.18,5.52,-0.153185317,0.043729373,0.035479192,0.075907591,NaN,-0.030065908,-0.169885317,0.062484072,0.04982975,0.042153358,0.024577936,0.033763514,0.034318106,-0.153185317,0.075640322,0.061776625,0.054228358,0.038460748,0.048310389,0.053394106,0.037639708,0.793381417,0.0668,0.0848,0.0925,0.0709,0.042299183,0.01305483,-0.041754884,-0.040796589,0.01241847,-0.000252295,-0.18089505,-0.18913317,NaN,1.36,16601
